5210690338014643|10|2027|416
5210690338013140|10|2027|823
5210690338012670|10|2027|823
5210690338013058|10|2027|495
5210690338012183|10|2027|923
5210690338013785|10|2027|118
5210690338011771|10|2027|477
5210690338010021|10|2027|698
5210690338016812|10|2027|558
5210690338018313|10|2027|888
5210690338013207|10|2027|219
5210690338018701|10|2027|613
5210690338016267|10|2027|741
5210690338010021|10|2027|703
5210690338010567|10|2027|922
5210690338016085|10|2027|772
5210690338010740|10|2027|138
5210690338010112|10|2027|687
5210690338013421|10|2027|473
5210690338015210|10|2027|391
5210690338012464|10|2027|564
5210690338011177|10|2027|640
5210690338013413|10|2027|310
5210690338017828|10|2027|280
5210690338017448|10|2027|782
5210690338014528|10|2027|631
5210690338014726|10|2027|170
5210690338016242|10|2027|183
5210690338011151|10|2027|286
5210690338014387|10|2027|638
5210690338013645|10|2027|391
5210690338012167|10|2027|772
5210690338013223|10|2027|196
5210690338018883|10|2027|702
5210690338011011|10|2027|785
5210690338016002|10|2027|284
5210690338012456|10|2027|713
5210690338016887|10|2027|275
5210690338010583|10|2027|171
5210690338015574|10|2027|343
5210690338017257|10|2027|642
5210690338018362|10|2027|259
5210690338015111|10|2027|577
5210690338015731|10|2027|212
5210690338012340|10|2027|233
5210690338014577|10|2027|737
5210690338014155|10|2027|993
5210690338011433|10|2027|435
5210690338011664|10|2027|868
5210690338013108|10|2027|985
5210690338016234|10|2027|139
5210690338011144|10|2027|815
5210690338013546|10|2027|839
5210690338018354|10|2027|200
5210690338016325|10|2027|739
5210690338016564|10|2027|538
5210690338011128|10|2027|488
5210690338011813|10|2027|582
5210690338012886|10|2027|464
5210690338013066|10|2027|817
5210690338016341|10|2027|194
5210690338017331|10|2027|614
5210690338011458|10|2027|656
5210690338010666|10|2027|185
5210690338014585|10|2027|685
5210690338013868|10|2027|550
5210690338016820|10|2027|452
5210690338016838|10|2027|331
5210690338011110|10|2027|923
5210690338012381|10|2027|649
5210690338012613|10|2027|192
5210690338015111|10|2027|180
5210690338016143|10|2027|676
5210690338010880|10|2027|876
5210690338017646|10|2027|697
5210690338017018|10|2027|777
5210690338018438|10|2027|910
5210690338013116|10|2027|861
5210690338010724|10|2027|769
5210690338018461|10|2027|175
5210690338015285|10|2027|876
5210690338012027|10|2027|357
5210690338018040|10|2027|635
5210690338011466|10|2027|808
5210690338015814|10|2027|896
5210690338011623|10|2027|219
5210690338015251|10|2027|140
5210690338018156|10|2027|495
5210690338014650|10|2027|160
5210690338017745|10|2027|750
5210690338017752|10|2027|576
5210690338015657|10|2027|958
5210690338015004|10|2027|881
5210690338016341|10|2027|953
5210690338011342|10|2027|251
5210690338013801|10|2027|624
5210690338015368|10|2027|687
5210690338014148|10|2027|737
5210690338016077|10|2027|473
5210690338016887|10|2027|591
5210690338012415|10|2027|995
5210690338015756|10|2027|279
5210690338010005|10|2027|147
5210690338014056|10|2027|717
5210690338012423|10|2027|314
5210690338011755|10|2027|332
5210690338012654|10|2027|694
5210690338015061|10|2027|228
5210690338013488|10|2027|311
5210690338014585|10|2027|926
5210690338010708|10|2027|170
5210690338011573|10|2027|851
5210690338018206|10|2027|418
5210690338016218|10|2027|209
5210690338015723|10|2027|373
5210690338011706|10|2027|380
5210690338010765|10|2027|679
5210690338013215|10|2027|164
5210690338010765|10|2027|662
5210690338010211|10|2027|685
5210690338011151|10|2027|311
5210690338016531|10|2027|809
5210690338012886|10|2027|868
5210690338012308|10|2027|773
5210690338011185|10|2027|826
5210690338017513|10|2027|255
5210690338010666|10|2027|753
5210690338014205|10|2027|962
5210690338013330|10|2027|283
5210690338014155|10|2027|775
5210690338018065|10|2027|397
5210690338016523|10|2027|453
5210690338017158|10|2027|965
5210690338014577|10|2027|475
5210690338015657|10|2027|132
5210690338013306|10|2027|741
5210690338018388|10|2027|667
5210690338010237|10|2027|866
5210690338011813|10|2027|688
5210690338014213|10|2027|652
5210690338016705|10|2027|493
5210690338012704|10|2027|414
5210690338016317|10|2027|334
5210690338011110|10|2027|992
5210690338017620|10|2027|412
5210690338010542|10|2027|581
5210690338018032|10|2027|709
5210690338015830|10|2027|864
5210690338014460|10|2027|630
5210690338017174|10|2027|278
